Harvest,Region,SHY,Irrigation_type,Value
2008 YALA,UDAWALAWE,Harvested,RainFed,NA
2008 YALA,MAHAWELI 'H',Harvested,RainFed,NA
2008 YALA,COLOMBO,Yield,Major,2959
2008 YALA,GAMPAHA,Yield,Major,3182
2008 YALA,KALUTARA,Yield,Major,3332
2008 YALA,GALLE,Yield,Major,NA
2008 YALA,MATARA,Yield,Major,4263
2008 YALA,RATNAPURA,Yield,Major,4596
2008 YALA,KEGALLE,Yield,Major,NA
2008 YALA,KURUNEGALA,Yield,Major,3642
2008 YALA,PUTTALAM,Yield,Major,4136
2008 YALA,KANDY,Yield,Major,4722
2008 YALA,MATALE,Yield,Major,4346
2008 YALA,NUWARAELIYA,Yield,Major,3875
2008 YALA,BADULLA,Yield,Major,4901
2008 YALA,MONARAGALA,Yield,Major,4401
2008 YALA,JAFFNA,Yield,Major,NA
2008 YALA,KILLINOCHCHI**,Yield,Major,3094
2008 YALA,VAVUNIYA,Yield,Major,4389
2008 YALA,MULATIVU**,Yield,Major,3094
2008 YALA,MANNAR**,Yield,Major,4288
2008 YALA,ANURADHAPURA,Yield,Major,4610
2008 YALA,POLONNARUWA,Yield,Major,5000
2008 YALA,TRINCOMALEE,Yield,Major,4606
2008 YALA,BATTICALOA,Yield,Major,3954
2008 YALA,AMPARA,Yield,Major,4948
2008 YALA,HAMBANTOTA,Yield,Major,5015
2008 YALA,UDAWALAWE,Yield,Major,6198
2008 YALA,MAHAWELI 'H',Yield,Major,5403
2008 YALA,COLOMBO,Yield,Minor,2777
2008 YALA,GAMPAHA,Yield,Minor,3262
2008 YALA,KALUTARA,Yield,Minor,2976
2008 YALA,GALLE,Yield,Minor,3942
2008 YALA,MATARA,Yield,Minor,3679
2008 YALA,RATNAPURA,Yield,Minor,3730
2008 YALA,KEGALLE,Yield,Minor,3077
2008 YALA,KURUNEGALA,Yield,Minor,3074
2008 YALA,PUTTALAM,Yield,Minor,3460
2008 YALA,KANDY,Yield,Minor,3125
2008 YALA,MATALE,Yield,Minor,3513
2008 YALA,NUWARAELIYA,Yield,Minor,3636
2008 YALA,BADULLA,Yield,Minor,4070
2008 YALA,MONARAGALA,Yield,Minor,4161
2008 YALA,JAFFNA,Yield,Minor,NA
2008 YALA,KILLINOCHCHI**,Yield,Minor,2320
2008 YALA,VAVUNIYA,Yield,Minor,4391
2008 YALA,MULATIVU**,Yield,Minor,2320
2008 YALA,MANNAR**,Yield,Minor,4288
2008 YALA,ANURADHAPURA,Yield,Minor,4154
2008 YALA,POLONNARUWA,Yield,Minor,4380
2008 YALA,TRINCOMALEE,Yield,Minor,3797
2008 YALA,BATTICALOA,Yield,Minor,3805
2008 YALA,AMPARA,Yield,Minor,4242
2008 YALA,HAMBANTOTA,Yield,Minor,3925
2008 YALA,UDAWALAWE,Yield,Minor,NA
2008 YALA,MAHAWELI 'H',Yield,Minor,NA
2008 YALA,COLOMBO,Yield,RainFed,3282
2008 YALA,GAMPAHA,Yield,RainFed,3255
2008 YALA,KALUTARA,Yield,RainFed,2695
2008 YALA,GALLE,Yield,RainFed,3021
2008 YALA,MATARA,Yield,RainFed,3553
2008 YALA,RATNAPURA,Yield,RainFed,2618
2008 YALA,KEGALLE,Yield,RainFed,3440
2008 YALA,KURUNEGALA,Yield,RainFed,2958
2008 YALA,PUTTALAM,Yield,RainFed,2914
2008 YALA,KANDY,Yield,RainFed,3799
2008 YALA,MATALE,Yield,RainFed,2629
2008 YALA,NUWARAELIYA,Yield,RainFed,3636
2008 YALA,BADULLA,Yield,RainFed,4070
2008 YALA,MONARAGALA,Yield,RainFed,4161
2008 YALA,JAFFNA,Yield,RainFed,NA
2008 YALA,KILLINOCHCHI**,Yield,RainFed,NA
2008 YALA,VAVUNIYA,Yield,RainFed,4391
2008 YALA,MULATIVU**,Yield,RainFed,NA
2008 YALA,MANNAR**,Yield,RainFed,NA
2008 YALA,ANURADHAPURA,Yield,RainFed,4154
2008 YALA,POLONNARUWA,Yield,RainFed,NA
2008 YALA,TRINCOMALEE,Yield,RainFed,NA
2008 YALA,BATTICALOA,Yield,RainFed,3805
2008 YALA,AMPARA,Yield,RainFed,4225
2008 YALA,HAMBANTOTA,Yield,RainFed,3025
2008 YALA,UDAWALAWE,Yield,RainFed,NA
2008 YALA,MAHAWELI 'H',Yield,RainFed,NA
2007/2008 MAHA,COLOMBO,Sown,Major,84
2007/2008 MAHA,GAMPAHA,Sown,Major,1211
2007/2008 MAHA,KALUTARA,Sown,Major,109
2007/2008 MAHA,GALLE,Sown,Major,NA
2007/2008 MAHA,MATARA,Sown,Major,3587
2007/2008 MAHA,RATNAPURA,Sown,Major,1840
2007/2008 MAHA,KEGALLE,Sown,Major,NA
2007/2008 MAHA,KURUNEGALA,Sown,Major,15223
2007/2008 MAHA,PUTTALAM,Sown,Major,4538
2007/2008 MAHA,KANDY,Sown,Major,4136
2007/2008 MAHA,MATALE,Sown,Major,6181
2007/2008 MAHA,NUWARAELIYA,Sown,Major,1191
2007/2008 MAHA,BADULLA,Sown,Major,10771
2007/2008 MAHA,MONARAGALA,Sown,Major,6859
2007/2008 MAHA,JAFFNA,Sown,Major,NA
2007/2008 MAHA,KILLINOCHCHI,Sown,Major,7284
2007/2008 MAHA,VAVUNIYA,Sown,Major,1752
2007/2008 MAHA,MULATIVU,Sown,Major,2873
2007/2008 MAHA,MANNAR,Sown,Major,4410
2007/2008 MAHA,ANURADHAPURA,Sown,Major,28061
2007/2008 MAHA,POLONNARUWA,Sown,Major,51502
2007/2008 MAHA,TRINCOMALEE,Sown,Major,12910
2007/2008 MAHA,BATTICALOA,Sown,Major,9380
2007/2008 MAHA,AMPARA,Sown,Major,57966
2007/2008 MAHA,HAMBANTOTA,Sown,Major,18799
2007/2008 MAHA,UDAWALAWE,Sown,Major,9527
2007/2008 MAHA,MAHAWELI 'H',Sown,Major,24178
2007/2008 MAHA,COLOMBO,Sown,Minor,805
2007/2008 MAHA,GAMPAHA,Sown,Minor,1239
2007/2008 MAHA,KALUTARA,Sown,Minor,1991
2007/2008 MAHA,GALLE,Sown,Minor,111
2007/2008 MAHA,MATARA,Sown,Minor,3029
2007/2008 MAHA,RATNAPURA,Sown,Minor,6386
2007/2008 MAHA,KEGALLE,Sown,Minor,2470
2007/2008 MAHA,KURUNEGALA,Sown,Minor,32043
2007/2008 MAHA,PUTTALAM,Sown,Minor,6441
2007/2008 MAHA,KANDY,Sown,Minor,5530
2007/2008 MAHA,MATALE,Sown,Minor,8416
2007/2008 MAHA,NUWARAELIYA,Sown,Minor,4224
2007/2008 MAHA,BADULLA,Sown,Minor,10097
2007/2008 MAHA,MONARAGALA,Sown,Minor,7690
2007/2008 MAHA,JAFFNA,Sown,Minor,NA
2007/2008 MAHA,KILLINOCHCHI,Sown,Minor,486
2007/2008 MAHA,VAVUNIYA,Sown,Minor,4285
2007/2008 MAHA,MULATIVU,Sown,Minor,1335
2007/2008 MAHA,MANNAR,Sown,Minor,484
2007/2008 MAHA,ANURADHAPURA,Sown,Minor,39691
2007/2008 MAHA,POLONNARUWA,Sown,Minor,2429
2007/2008 MAHA,TRINCOMALEE,Sown,Minor,2407
2007/2008 MAHA,BATTICALOA,Sown,Minor,389
2007/2008 MAHA,AMPARA,Sown,Minor,1692
2007/2008 MAHA,HAMBANTOTA,Sown,Minor,4048
2007/2008 MAHA,UDAWALAWE,Sown,Minor,NA
2007/2008 MAHA,MAHAWELI 'H',Sown,Minor,NA
2007/2008 MAHA,COLOMBO,Sown,RainFed,2879
2007/2008 MAHA,GAMPAHA,Sown,RainFed,6910
2007/2008 MAHA,KALUTARA,Sown,RainFed,11376
2007/2008 MAHA,GALLE,Sown,RainFed,14568
2007/2008 MAHA,MATARA,Sown,RainFed,8248
2007/2008 MAHA,RATNAPURA,Sown,RainFed,3799
2007/2008 MAHA,KEGALLE,Sown,RainFed,5016
2007/2008 MAHA,KURUNEGALA,Sown,RainFed,28085
2007/2008 MAHA,PUTTALAM,Sown,RainFed,1305
2007/2008 MAHA,KANDY,Sown,RainFed,3811
2007/2008 MAHA,MATALE,Sown,RainFed,4522
2007/2008 MAHA,NUWARAELIYA,Sown,RainFed,212
2007/2008 MAHA,BADULLA,Sown,RainFed,4464
2007/2008 MAHA,MONARAGALA,Sown,RainFed,11279
2007/2008 MAHA,JAFFNA,Sown,RainFed,7566
2007/2008 MAHA,KILLINOCHCHI,Sown,RainFed,6880
2007/2008 MAHA,VAVUNIYA,Sown,RainFed,384
2007/2008 MAHA,MULATIVU,Sown,RainFed,2388
2007/2008 MAHA,MANNAR,Sown,RainFed,NA
2007/2008 MAHA,ANURADHAPURA,Sown,RainFed,4965
2007/2008 MAHA,POLONNARUWA,Sown,RainFed,1598
2007/2008 MAHA,TRINCOMALEE,Sown,RainFed,3670
2007/2008 MAHA,BATTICALOA,Sown,RainFed,9366
2007/2008 MAHA,AMPARA,Sown,RainFed,4832
2007/2008 MAHA,HAMBANTOTA,Sown,RainFed,1387
2007/2008 MAHA,UDAWALAWE,Sown,RainFed,NA
2007/2008 MAHA,MAHAWELI 'H',Sown,RainFed,NA
2007/2008 MAHA,COLOMBO,Harvested,Major,84
2007/2008 MAHA,GAMPAHA,Harvested,Major,1211
2007/2008 MAHA,KALUTARA,Harvested,Major,109
2007/2008 MAHA,GALLE,Harvested,Major,NA
2007/2008 MAHA,MATARA,Harvested,Major,3587
2007/2008 MAHA,RATNAPURA,Harvested,Major,1821
2007/2008 MAHA,KEGALLE,Harvested,Major,NA
2007/2008 MAHA,KURUNEGALA,Harvested,Major,15223
2007/2008 MAHA,PUTTALAM,Harvested,Major,4536
2007/2008 MAHA,KANDY,Harvested,Major,4136
2007/2008 MAHA,MATALE,Harvested,Major,6021
2007/2008 MAHA,NUWARAELIYA,Harvested,Major,1191
2007/2008 MAHA,BADULLA,Harvested,Major,10770
2007/2008 MAHA,MONARAGALA,Harvested,Major,6829
2007/2008 MAHA,JAFFNA,Harvested,Major,NA
2007/2008 MAHA,KILLINOCHCHI,Harvested,Major,5827
2007/2008 MAHA,VAVUNIYA,Harvested,Major,1752
2007/2008 MAHA,MULATIVU,Harvested,Major,2586
2007/2008 MAHA,MANNAR,Harvested,Major,2301
2007/2008 MAHA,ANURADHAPURA,Harvested,Major,27590
2007/2008 MAHA,POLONNARUWA,Harvested,Major,51275
2007/2008 MAHA,TRINCOMALEE,Harvested,Major,10615
2007/2008 MAHA,BATTICALOA,Harvested,Major,7661
2007/2008 MAHA,AMPARA,Harvested,Major,57949
2007/2008 MAHA,HAMBANTOTA,Harvested,Major,18751
2007/2008 MAHA,UDAWALAWE,Harvested,Major,9527
2007/2008 MAHA,MAHAWELI 'H',Harvested,Major,24178
2007/2008 MAHA,COLOMBO,Harvested,Minor,805
2007/2008 MAHA,GAMPAHA,Harvested,Minor,1238
2007/2008 MAHA,KALUTARA,Harvested,Minor,1991
2007/2008 MAHA,GALLE,Harvested,Minor,108
2007/2008 MAHA,MATARA,Harvested,Minor,3025
2007/2008 MAHA,RATNAPURA,Harvested,Minor,6313
2007/2008 MAHA,KEGALLE,Harvested,Minor,2331
2007/2008 MAHA,KURUNEGALA,Harvested,Minor,32005
2007/2008 MAHA,PUTTALAM,Harvested,Minor,6265
2007/2008 MAHA,KANDY,Harvested,Minor,5528
2007/2008 MAHA,MATALE,Harvested,Minor,8360
2007/2008 MAHA,NUWARAELIYA,Harvested,Minor,4224
2007/2008 MAHA,BADULLA,Harvested,Minor,10055
2007/2008 MAHA,MONARAGALA,Harvested,Minor,7615
2007/2008 MAHA,JAFFNA,Harvested,Minor,NA
2007/2008 MAHA,KILLINOCHCHI,Harvested,Minor,437
2007/2008 MAHA,VAVUNIYA,Harvested,Minor,4265
2007/2008 MAHA,MULATIVU,Harvested,Minor,1202
2007/2008 MAHA,MANNAR,Harvested,Minor,380
2007/2008 MAHA,ANURADHAPURA,Harvested,Minor,39013
2007/2008 MAHA,POLONNARUWA,Harvested,Minor,2388
2007/2008 MAHA,TRINCOMALEE,Harvested,Minor,2371
2007/2008 MAHA,BATTICALOA,Harvested,Minor,341
2007/2008 MAHA,AMPARA,Harvested,Minor,1692
2007/2008 MAHA,HAMBANTOTA,Harvested,Minor,3928
2007/2008 MAHA,UDAWALAWE,Harvested,Minor,NA
2007/2008 MAHA,MAHAWELI 'H',Harvested,Minor,NA
2007/2008 MAHA,COLOMBO,Harvested,RainFed,2879
2007/2008 MAHA,GAMPAHA,Harvested,RainFed,6879
2007/2008 MAHA,KALUTARA,Harvested,RainFed,11376
2007/2008 MAHA,GALLE,Harvested,RainFed,14543
2007/2008 MAHA,MATARA,Harvested,RainFed,8230
2007/2008 MAHA,RATNAPURA,Harvested,RainFed,3772
2007/2008 MAHA,KEGALLE,Harvested,RainFed,4844
2007/2008 MAHA,KURUNEGALA,Harvested,RainFed,28014
2007/2008 MAHA,PUTTALAM,Harvested,RainFed,1248
2007/2008 MAHA,KANDY,Harvested,RainFed,3788
2007/2008 MAHA,MATALE,Harvested,RainFed,4497
2007/2008 MAHA,NUWARAELIYA,Harvested,RainFed,212
2007/2008 MAHA,BADULLA,Harvested,RainFed,4463
2007/2008 MAHA,MONARAGALA,Harvested,RainFed,10970
2007/2008 MAHA,JAFFNA,Harvested,RainFed,7248
2007/2008 MAHA,KILLINOCHCHI,Harvested,RainFed,6192
2007/2008 MAHA,VAVUNIYA,Harvested,RainFed,384
2007/2008 MAHA,MULATIVU,Harvested,RainFed,2149
2007/2008 MAHA,MANNAR,Harvested,RainFed,NA
2007/2008 MAHA,ANURADHAPURA,Harvested,RainFed,4917
2007/2008 MAHA,POLONNARUWA,Harvested,RainFed,1576
2007/2008 MAHA,TRINCOMALEE,Harvested,RainFed,3606
2007/2008 MAHA,BATTICALOA,Harvested,RainFed,9028
2007/2008 MAHA,AMPARA,Harvested,RainFed,4794
2007/2008 MAHA,HAMBANTOTA,Harvested,RainFed,1328
2007/2008 MAHA,UDAWALAWE,Harvested,RainFed,NA
2007/2008 MAHA,MAHAWELI 'H',Harvested,RainFed,NA
2007/2008 MAHA,COLOMBO,Yield,Major,3889
2007/2008 MAHA,GAMPAHA,Yield,Major,4298
2007/2008 MAHA,KALUTARA,Yield,Major,2585
2007/2008 MAHA,GALLE,Yield,Major,NA
2007/2008 MAHA,MATARA,Yield,Major,4184
2007/2008 MAHA,RATNAPURA,Yield,Major,4222
2007/2008 MAHA,KEGALLE,Yield,Major,NA
2007/2008 MAHA,KURUNEGALA,Yield,Major,4439
2007/2008 MAHA,PUTTALAM,Yield,Major,4114
2007/2008 MAHA,KANDY,Yield,Major,4714
2007/2008 MAHA,MATALE,Yield,Major,4544
2007/2008 MAHA,NUWARAELIYA,Yield,Major,4343
2007/2008 MAHA,BADULLA,Yield,Major,4610
2007/2008 MAHA,MONARAGALA,Yield,Major,4484
2007/2008 MAHA,JAFFNA,Yield,Major,NA
2007/2008 MAHA,KILLINOCHCHI,Yield,Major,3351
2007/2008 MAHA,VAVUNIYA,Yield,Major,4275
2007/2008 MAHA,MULATIVU,Yield,Major,3867
2007/2008 MAHA,MANNAR,Yield,Major,3707
2007/2008 MAHA,ANURADHAPURA,Yield,Major,4769
2007/2008 MAHA,POLONNARUWA,Yield,Major,4947
2007/2008 MAHA,TRINCOMALEE,Yield,Major,4599
2007/2008 MAHA,BATTICALOA,Yield,Major,4035
2007/2008 MAHA,AMPARA,Yield,Major,4966
2007/2008 MAHA,HAMBANTOTA,Yield,Major,4866
2007/2008 MAHA,UDAWALAWE,Yield,Major,5661
2007/2008 MAHA,MAHAWELI 'H',Yield,Major,5501
2007/2008 MAHA,COLOMBO,Yield,Minor,3214
2007/2008 MAHA,GAMPAHA,Yield,Minor,3502
2007/2008 MAHA,KALUTARA,Yield,Minor,2979
2007/2008 MAHA,GALLE,Yield,Minor,3608
2007/2008 MAHA,MATARA,Yield,Minor,3961
2007/2008 MAHA,RATNAPURA,Yield,Minor,3228
2007/2008 MAHA,KEGALLE,Yield,Minor,3507
2007/2008 MAHA,KURUNEGALA,Yield,Minor,3773
2007/2008 MAHA,PUTTALAM,Yield,Minor,3649
2007/2008 MAHA,KANDY,Yield,Minor,3294
2007/2008 MAHA,MATALE,Yield,Minor,3122
2007/2008 MAHA,NUWARAELIYA,Yield,Minor,3818
2007/2008 MAHA,BADULLA,Yield,Minor,3870
2007/2008 MAHA,MONARAGALA,Yield,Minor,4109
2007/2008 MAHA,JAFFNA,Yield,Minor,NA
2007/2008 MAHA,KILLINOCHCHI,Yield,Minor,2320
2007/2008 MAHA,VAVUNIYA,Yield,Minor,3327
2007/2008 MAHA,MULATIVU,Yield,Minor,3094
2007/2008 MAHA,MANNAR,Yield,Minor,3234
2007/2008 MAHA,ANURADHAPURA,Yield,Minor,4110
2007/2008 MAHA,POLONNARUWA,Yield,Minor,4529
2007/2008 MAHA,TRINCOMALEE,Yield,Minor,4397
2007/2008 MAHA,BATTICALOA,Yield,Minor,3390
2007/2008 MAHA,AMPARA,Yield,Minor,4090
2007/2008 MAHA,HAMBANTOTA,Yield,Minor,4645
2007/2008 MAHA,UDAWALAWE,Yield,Minor,NA
2007/2008 MAHA,MAHAWELI 'H',Yield,Minor,NA
2007/2008 MAHA,COLOMBO,Yield,RainFed,3571
2007/2008 MAHA,GAMPAHA,Yield,RainFed,3353
2007/2008 MAHA,KALUTARA,Yield,RainFed,2870
2007/2008 MAHA,GALLE,Yield,RainFed,3186
2007/2008 MAHA,MATARA,Yield,RainFed,3730
2007/2008 MAHA,RATNAPURA,Yield,RainFed,2992
2007/2008 MAHA,KEGALLE,Yield,RainFed,3866
2007/2008 MAHA,KURUNEGALA,Yield,RainFed,3585
2007/2008 MAHA,PUTTALAM,Yield,RainFed,3742
2007/2008 MAHA,KANDY,Yield,RainFed,3412
2007/2008 MAHA,MATALE,Yield,RainFed,3054
2007/2008 MAHA,NUWARAELIYA,Yield,RainFed,3818
2007/2008 MAHA,BADULLA,Yield,RainFed,3355
2007/2008 MAHA,MONARAGALA,Yield,RainFed,3607
2007/2008 MAHA,JAFFNA,Yield,RainFed,2887
2007/2008 MAHA,KILLINOCHCHI,Yield,RainFed,2320
2007/2008 MAHA,VAVUNIYA,Yield,RainFed,3327
2007/2008 MAHA,MULATIVU,Yield,RainFed,3094
2007/2008 MAHA,MANNAR,Yield,RainFed,NA
2007/2008 MAHA,ANURADHAPURA,Yield,RainFed,3339
2007/2008 MAHA,POLONNARUWA,Yield,RainFed,3927
2007/2008 MAHA,TRINCOMALEE,Yield,RainFed,3730
2007/2008 MAHA,BATTICALOA,Yield,RainFed,3353
2007/2008 MAHA,AMPARA,Yield,RainFed,3909
2007/2008 MAHA,HAMBANTOTA,Yield,RainFed,3643
2007/2008 MAHA,UDAWALAWE,Yield,RainFed,NA
2007/2008 MAHA,MAHAWELI 'H',Yield,RainFed,NA
2007 YALA,COLOMBO,Sown,Major,39
2007 YALA,GAMPAHA,Sown,Major,446
2007 YALA,KALUTARA,Sown,Major,44
2007 YALA,GALLE,Sown,Major,NA
2007 YALA,MATARA,Sown,Major,3259
2007 YALA,RATNAPURA,Sown,Major,1819
2007 YALA,KEGALLE,Sown,Major,NA
2007 YALA,KURUNEGALA,Sown,Major,8415
2007 YALA,PUTTALAM,Sown,Major,3152
2007 YALA,KANDY,Sown,Major,3766
2007 YALA,MATALE,Sown,Major,2855
2007 YALA,NUWARAELIYA,Sown,Major,454
2007 YALA,BADULLA,Sown,Major,7693
2007 YALA,MONARAGALA,Sown,Major,5103
2007 YALA,JAFFNA,Sown,Major,NA
2007 YALA,KILLINOCHCHI,Sown,Major,3440
2007 YALA,VAVUNIYA,Sown,Major,407
2007 YALA,MULATIVU,Sown,Major,1295
2007 YALA,MANNAR,Sown,Major,821
2007 YALA,ANURADHAPURA,Sown,Major,11286
2007 YALA,POLONNARUWA,Sown,Major,47925
2007 YALA,TRINCOMALEE,Sown,Major,9925
2007 YALA,BATTICALOA,Sown,Major,2450
2007 YALA,AMPARA,Sown,Major,52332
2007 YALA,HAMBANTOTA,Sown,Major,17302
2007 YALA,UDAWALAWE,Sown,Major,9381
2007 YALA,MAHAWELI 'H',Sown,Major,11440
2007 YALA,COLOMBO,Sown,Minor,171
2007 YALA,GAMPAHA,Sown,Minor,112
2007 YALA,KALUTARA,Sown,Minor,1111
2007 YALA,GALLE,Sown,Minor,36
2007 YALA,MATARA,Sown,Minor,3055
2007 YALA,RATNAPURA,Sown,Minor,4116
2007 YALA,KEGALLE,Sown,Minor,1261
2007 YALA,KURUNEGALA,Sown,Minor,9132
2007 YALA,PUTTALAM,Sown,Minor,1945
2007 YALA,KANDY,Sown,Minor,2252
2007 YALA,MATALE,Sown,Minor,2171
2007 YALA,NUWARAELIYA,Sown,Minor,1584
2007 YALA,BADULLA,Sown,Minor,2997
2007 YALA,MONARAGALA,Sown,Minor,3498
2007 YALA,JAFFNA,Sown,Minor,NA
2007 YALA,KILLINOCHCHI,Sown,Minor,121
2007 YALA,VAVUNIYA,Sown,Minor,179
2007 YALA,MULATIVU,Sown,Minor,162
2007 YALA,MANNAR,Sown,Minor,22
2007 YALA,ANURADHAPURA,Sown,Minor,3331
2007 YALA,POLONNARUWA,Sown,Minor,1633
2007 YALA,TRINCOMALEE,Sown,Minor,442
2007 YALA,BATTICALOA,Sown,Minor,219
2007 YALA,AMPARA,Sown,Minor,1456
2007 YALA,HAMBANTOTA,Sown,Minor,2872
2007 YALA,UDAWALAWE,Sown,Minor,NA
2007 YALA,MAHAWELI 'H',Sown,Minor,NA
2007 YALA,COLOMBO,Sown,RainFed,669
2007 YALA,GAMPAHA,Sown,RainFed,1849
2007 YALA,KALUTARA,Sown,RainFed,5981
2007 YALA,GALLE,Sown,RainFed,5834
2007 YALA,MATARA,Sown,RainFed,7031
2007 YALA,RATNAPURA,Sown,RainFed,1502
2007 YALA,KEGALLE,Sown,RainFed,3898
2007 YALA,KURUNEGALA,Sown,RainFed,11182
2007 YALA,PUTTALAM,Sown,RainFed,223
2007 YALA,KANDY,Sown,RainFed,2139
2007 YALA,MATALE,Sown,RainFed,559
2007 YALA,NUWARAELIYA,Sown,RainFed,34
2007 YALA,BADULLA,Sown,RainFed,15
2007 YALA,MONARAGALA,Sown,RainFed,325
2007 YALA,JAFFNA,Sown,RainFed,NA
2007 YALA,KILLINOCHCHI,Sown,RainFed,NA
2007 YALA,VAVUNIYA,Sown,RainFed,NA
2007 YALA,MULATIVU,Sown,RainFed,405
2007 YALA,MANNAR,Sown,RainFed,NA
2007 YALA,ANURADHAPURA,Sown,RainFed,19
2007 YALA,POLONNARUWA,Sown,RainFed,NA
2007 YALA,TRINCOMALEE,Sown,RainFed,NA
2007 YALA,BATTICALOA,Sown,RainFed,36
2007 YALA,AMPARA,Sown,RainFed,NA
2007 YALA,HAMBANTOTA,Sown,RainFed,749
2007 YALA,UDAWALAWE,Sown,RainFed,NA
2007 YALA,MAHAWELI 'H',Sown,RainFed,NA
2007 YALA,COLOMBO,Harvested,Major,39
2007 YALA,GAMPAHA,Harvested,Major,446
2007 YALA,KALUTARA,Harvested,Major,44
2007 YALA,GALLE,Harvested,Major,NA
2007 YALA,MATARA,Harvested,Major,3184
2007 YALA,RATNAPURA,Harvested,Major,1816
2007 YALA,KEGALLE,Harvested,Major,NA
2007 YALA,KURUNEGALA,Harvested,Major,8406
2007 YALA,PUTTALAM,Harvested,Major,3152
2007 YALA,KANDY,Harvested,Major,3728
2007 YALA,MATALE,Harvested,Major,2836
2007 YALA,NUWARAELIYA,Harvested,Major,454
2007 YALA,BADULLA,Harvested,Major,7693
2007 YALA,MONARAGALA,Harvested,Major,5103
2007 YALA,JAFFNA,Harvested,Major,NA
2007 YALA,KILLINOCHCHI,Harvested,Major,3405
2007 YALA,VAVUNIYA,Harvested,Major,407
2007 YALA,MULATIVU,Harvested,Major,1282
2007 YALA,MANNAR,Harvested,Major,812
2007 YALA,ANURADHAPURA,Harvested,Major,11281
2007 YALA,POLONNARUWA,Harvested,Major,47914
2007 YALA,TRINCOMALEE,Harvested,Major,9925
2007 YALA,BATTICALOA,Harvested,Major,1906
2007 YALA,AMPARA,Harvested,Major,52210
2007 YALA,HAMBANTOTA,Harvested,Major,17214
2007 YALA,UDAWALAWE,Harvested,Major,9381
2007 YALA,MAHAWELI 'H',Harvested,Major,11440
2007 YALA,COLOMBO,Harvested,Minor,171
2007 YALA,GAMPAHA,Harvested,Minor,112
2007 YALA,KALUTARA,Harvested,Minor,1102
2007 YALA,GALLE,Harvested,Minor,36
2007 YALA,MATARA,Harvested,Minor,2970
2007 YALA,RATNAPURA,Harvested,Minor,4030
2007 YALA,KEGALLE,Harvested,Minor,1233
2007 YALA,KURUNEGALA,Harvested,Minor,6371
2007 YALA,PUTTALAM,Harvested,Minor,1844
2007 YALA,KANDY,Harvested,Minor,2230
2007 YALA,MATALE,Harvested,Minor,2135
2007 YALA,NUWARAELIYA,Harvested,Minor,1577
2007 YALA,BADULLA,Harvested,Minor,2997
2007 YALA,MONARAGALA,Harvested,Minor,3496
2007 YALA,JAFFNA,Harvested,Minor,NA
2007 YALA,KILLINOCHCHI,Harvested,Minor,120
2007 YALA,VAVUNIYA,Harvested,Minor,178
2007 YALA,MULATIVU,Harvested,Minor,160
2007 YALA,MANNAR,Harvested,Minor,22
2007 YALA,ANURADHAPURA,Harvested,Minor,3324
2007 YALA,POLONNARUWA,Harvested,Minor,1626
2007 YALA,TRINCOMALEE,Harvested,Minor,442
2007 YALA,BATTICALOA,Harvested,Minor,198
2007 YALA,AMPARA,Harvested,Minor,1423
2007 YALA,HAMBANTOTA,Harvested,Minor,2841
2007 YALA,UDAWALAWE,Harvested,Minor,NA
2007 YALA,MAHAWELI 'H',Harvested,Minor,NA
2007 YALA,COLOMBO,Harvested,RainFed,668
2007 YALA,GAMPAHA,Harvested,RainFed,1837
2007 YALA,KALUTARA,Harvested,RainFed,5968
2007 YALA,GALLE,Harvested,RainFed,5803
2007 YALA,MATARA,Harvested,RainFed,6964
2007 YALA,RATNAPURA,Harvested,RainFed,1474
2007 YALA,KEGALLE,Harvested,RainFed,3815
2007 YALA,KURUNEGALA,Harvested,RainFed,8003
2007 YALA,PUTTALAM,Harvested,RainFed,219
2007 YALA,KANDY,Harvested,RainFed,2096
2007 YALA,MATALE,Harvested,RainFed,555
2007 YALA,NUWARAELIYA,Harvested,RainFed,34
2007 YALA,BADULLA,Harvested,RainFed,15
2007 YALA,MONARAGALA,Harvested,RainFed,324
2007 YALA,JAFFNA,Harvested,RainFed,NA
2007 YALA,KILLINOCHCHI,Harvested,RainFed,NA
2007 YALA,VAVUNIYA,Harvested,RainFed,NA
2007 YALA,MULATIVU,Harvested,RainFed,397
2007 YALA,MANNAR,Harvested,RainFed,NA
2007 YALA,ANURADHAPURA,Harvested,RainFed,19
2007 YALA,POLONNARUWA,Harvested,RainFed,NA
2007 YALA,TRINCOMALEE,Harvested,RainFed,NA
2007 YALA,BATTICALOA,Harvested,RainFed,36
2007 YALA,AMPARA,Harvested,RainFed,NA
2007 YALA,HAMBANTOTA,Harvested,RainFed,716
2007 YALA,UDAWALAWE,Harvested,RainFed,NA
2007 YALA,MAHAWELI 'H',Harvested,RainFed,NA
2007 YALA,COLOMBO,Yield,Major,3250
2007 YALA,GAMPAHA,Yield,Major,3297
2007 YALA,KALUTARA,Yield,Major,2838
2007 YALA,GALLE,Yield,Major,NA
2007 YALA,MATARA,Yield,Major,4104
2007 YALA,RATNAPURA,Yield,Major,5059
2007 YALA,KEGALLE,Yield,Major,NA
2007 YALA,KURUNEGALA,Yield,Major,4704
2007 YALA,PUTTALAM,Yield,Major,4403
2007 YALA,KANDY,Yield,Major,4725
2007 YALA,MATALE,Yield,Major,4661
2007 YALA,NUWARAELIYA,Yield,Major,3582
