Harvest,Region,SHY,Irrigation_type,Value
2009 YALA,JAFFNA,Harvested,RainFed,NA
2009 YALA,KILLINOCHCHI**,Harvested,RainFed,NA
2009 YALA,VAVUNIYA,Harvested,RainFed,NA
2009 YALA,MULATIVU**,Harvested,RainFed,NA
2009 YALA,MANNAR**,Harvested,RainFed,NA
2009 YALA,ANURADHAPURA,Harvested,RainFed,63
2009 YALA,POLONNARUWA,Harvested,RainFed,NA
2009 YALA,TRINCOMALEE,Harvested,RainFed,0
2009 YALA,BATTICALOA,Harvested,RainFed,1510
2009 YALA,AMPARA,Harvested,RainFed,168
2009 YALA,HAMBANTOTA,Harvested,RainFed,1117
2009 YALA,UDAWALAWE,Harvested,RainFed,NA
2009 YALA,MAHAWELI 'H',Harvested,RainFed,NA
2009 YALA,COLOMBO,Yield,Major,2957
2009 YALA,GAMPAHA,Yield,Major,3680
2009 YALA,KALUTARA,Yield,Major,3033
2009 YALA,GALLE,Yield,Major,NA
2009 YALA,MATARA,Yield,Major,4167
2009 YALA,RATNAPURA,Yield,Major,5118
2009 YALA,KEGALLE,Yield,Major,NA
2009 YALA,KURUNEGALA,Yield,Major,4477
2009 YALA,PUTTALAM,Yield,Major,4037
2009 YALA,KANDY,Yield,Major,4160
2009 YALA,MATALE,Yield,Major,4117
2009 YALA,NUWARAELIYA,Yield,Major,3070
2009 YALA,BADULLA,Yield,Major,5352
2009 YALA,MONARAGALA,Yield,Major,3937
2009 YALA,JAFFNA,Yield,Major,NA
2009 YALA,KILLINOCHCHI**,Yield,Major,NA
2009 YALA,VAVUNIYA,Yield,Major,4430
2009 YALA,MULATIVU**,Yield,Major,NA
2009 YALA,MANNAR**,Yield,Major,NA
2009 YALA,ANURADHAPURA,Yield,Major,4431
2009 YALA,POLONNARUWA,Yield,Major,4750
2009 YALA,TRINCOMALEE,Yield,Major,4864
2009 YALA,BATTICALOA,Yield,Major,4262
2009 YALA,AMPARA,Yield,Major,4994
2009 YALA,HAMBANTOTA,Yield,Major,5264
2009 YALA,UDAWALAWE,Yield,Major,6105
2009 YALA,MAHAWELI 'H',Yield,Major,4821
2009 YALA,COLOMBO,Yield,Minor,2957
2009 YALA,GAMPAHA,Yield,Minor,3439
2009 YALA,KALUTARA,Yield,Minor,2513
2009 YALA,GALLE,Yield,Minor,3013
2009 YALA,MATARA,Yield,Minor,3624
2009 YALA,RATNAPURA,Yield,Minor,3099
2009 YALA,KEGALLE,Yield,Minor,3449
2009 YALA,KURUNEGALA,Yield,Minor,3467
2009 YALA,PUTTALAM,Yield,Minor,3382
2009 YALA,KANDY,Yield,Minor,3158
2009 YALA,MATALE,Yield,Minor,3386
2009 YALA,NUWARAELIYA,Yield,Minor,2867
2009 YALA,BADULLA,Yield,Minor,3829
2009 YALA,MONARAGALA,Yield,Minor,3274
2009 YALA,JAFFNA,Yield,Minor,NA
2009 YALA,KILLINOCHCHI**,Yield,Minor,NA
2009 YALA,VAVUNIYA,Yield,Minor,3924
2009 YALA,MULATIVU**,Yield,Minor,NA
2009 YALA,MANNAR**,Yield,Minor,NA
2009 YALA,ANURADHAPURA,Yield,Minor,4415
2009 YALA,POLONNARUWA,Yield,Minor,4473
2009 YALA,TRINCOMALEE,Yield,Minor,4726
2009 YALA,BATTICALOA,Yield,Minor,4555
2009 YALA,AMPARA,Yield,Minor,3895
2009 YALA,HAMBANTOTA,Yield,Minor,4226
2009 YALA,UDAWALAWE,Yield,Minor,NA
2009 YALA,MAHAWELI 'H',Yield,Minor,NA
2009 YALA,COLOMBO,Yield,RainFed,3018
2009 YALA,GAMPAHA,Yield,RainFed,3257
2009 YALA,KALUTARA,Yield,RainFed,2969
2009 YALA,GALLE,Yield,RainFed,2997
2009 YALA,MATARA,Yield,RainFed,3405
2009 YALA,RATNAPURA,Yield,RainFed,2555
2009 YALA,KEGALLE,Yield,RainFed,3338
2009 YALA,KURUNEGALA,Yield,RainFed,3270
2009 YALA,PUTTALAM,Yield,RainFed,3086
2009 YALA,KANDY,Yield,RainFed,3082
2009 YALA,MATALE,Yield,RainFed,2842
2009 YALA,NUWARAELIYA,Yield,RainFed,2867
2009 YALA,BADULLA,Yield,RainFed,3829
2009 YALA,MONARAGALA,Yield,RainFed,3274
2009 YALA,JAFFNA,Yield,RainFed,NA
2009 YALA,KILLINOCHCHI**,Yield,RainFed,NA
2009 YALA,VAVUNIYA,Yield,RainFed,NA
2009 YALA,MULATIVU**,Yield,RainFed,NA
2009 YALA,MANNAR**,Yield,RainFed,NA
2009 YALA,ANURADHAPURA,Yield,RainFed,4415
2009 YALA,POLONNARUWA,Yield,RainFed,NA
2009 YALA,TRINCOMALEE,Yield,RainFed,4726
2009 YALA,BATTICALOA,Yield,RainFed,3071
2009 YALA,AMPARA,Yield,RainFed,3895
2009 YALA,HAMBANTOTA,Yield,RainFed,3227
2009 YALA,UDAWALAWE,Yield,RainFed,NA
2009 YALA,MAHAWELI 'H',Yield,RainFed,NA
2008/2009 MAHA,COLOMBO,Sown,Major,117
2008/2009 MAHA,GAMPAHA,Sown,Major,1565
2008/2009 MAHA,KALUTARA,Sown,Major,128
2008/2009 MAHA,GALLE,Sown,Major,NA
2008/2009 MAHA,MATARA,Sown,Major,3964
2008/2009 MAHA,RATNAPURA,Sown,Major,1983
2008/2009 MAHA,KEGALLE,Sown,Major,NA
2008/2009 MAHA,KURUNEGALA,Sown,Major,13343
2008/2009 MAHA,PUTTALAM,Sown,Major,7695
2008/2009 MAHA,KANDY,Sown,Major,4136
2008/2009 MAHA,MATALE,Sown,Major,6043
2008/2009 MAHA,NUWARAELIYA,Sown,Major,1129
2008/2009 MAHA,BADULLA,Sown,Major,10944
2008/2009 MAHA,MONARAGALA,Sown,Major,6854
2008/2009 MAHA,JAFFNA,Sown,Major,NA
2008/2009 MAHA,KILLINOCHCHI,Sown,Major,NA
2008/2009 MAHA,VAVUNIYA,Sown,Major,2257
2008/2009 MAHA,MULATIVU,Sown,Major,NA
2008/2009 MAHA,MANNAR,Sown,Major,4937
2008/2009 MAHA,ANURADHAPURA,Sown,Major,29488
2008/2009 MAHA,POLONNARUWA,Sown,Major,53569
2008/2009 MAHA,TRINCOMALEE,Sown,Major,14493
2008/2009 MAHA,BATTICALOA,Sown,Major,19198
2008/2009 MAHA,AMPARA,Sown,Major,60453
2008/2009 MAHA,HAMBANTOTA,Sown,Major,19516
2008/2009 MAHA,UDAWALAWE,Sown,Major,11517
2008/2009 MAHA,MAHAWELI 'H',Sown,Major,24849
2008/2009 MAHA,COLOMBO,Sown,Minor,971
2008/2009 MAHA,GAMPAHA,Sown,Minor,2238
2008/2009 MAHA,KALUTARA,Sown,Minor,2130
2008/2009 MAHA,GALLE,Sown,Minor,124
2008/2009 MAHA,MATARA,Sown,Minor,3289
2008/2009 MAHA,RATNAPURA,Sown,Minor,7029
2008/2009 MAHA,KEGALLE,Sown,Minor,2627
2008/2009 MAHA,KURUNEGALA,Sown,Minor,34561
2008/2009 MAHA,PUTTALAM,Sown,Minor,9988
2008/2009 MAHA,KANDY,Sown,Minor,5733
2008/2009 MAHA,MATALE,Sown,Minor,8661
2008/2009 MAHA,NUWARAELIYA,Sown,Minor,4238
2008/2009 MAHA,BADULLA,Sown,Minor,10371
2008/2009 MAHA,MONARAGALA,Sown,Minor,7979
2008/2009 MAHA,JAFFNA,Sown,Minor,NA
2008/2009 MAHA,KILLINOCHCHI,Sown,Minor,NA
2008/2009 MAHA,VAVUNIYA,Sown,Minor,4109
2008/2009 MAHA,MULATIVU,Sown,Minor,NA
2008/2009 MAHA,MANNAR,Sown,Minor,416
2008/2009 MAHA,ANURADHAPURA,Sown,Minor,44355
2008/2009 MAHA,POLONNARUWA,Sown,Minor,2270
2008/2009 MAHA,TRINCOMALEE,Sown,Minor,3211
2008/2009 MAHA,BATTICALOA,Sown,Minor,1718
2008/2009 MAHA,AMPARA,Sown,Minor,2302
2008/2009 MAHA,HAMBANTOTA,Sown,Minor,4578
2008/2009 MAHA,UDAWALAWE,Sown,Minor,NA
2008/2009 MAHA,MAHAWELI 'H',Sown,Minor,NA
2008/2009 MAHA,COLOMBO,Sown,RainFed,3418
2008/2009 MAHA,GAMPAHA,Sown,RainFed,7023
2008/2009 MAHA,KALUTARA,Sown,RainFed,12426
2008/2009 MAHA,GALLE,Sown,RainFed,15806
2008/2009 MAHA,MATARA,Sown,RainFed,8918
2008/2009 MAHA,RATNAPURA,Sown,RainFed,3983
2008/2009 MAHA,KEGALLE,Sown,RainFed,5552
2008/2009 MAHA,KURUNEGALA,Sown,RainFed,29387
2008/2009 MAHA,PUTTALAM,Sown,RainFed,1998
2008/2009 MAHA,KANDY,Sown,RainFed,4202
2008/2009 MAHA,MATALE,Sown,RainFed,4669
2008/2009 MAHA,NUWARAELIYA,Sown,RainFed,208
2008/2009 MAHA,BADULLA,Sown,RainFed,5910
2008/2009 MAHA,MONARAGALA,Sown,RainFed,11696
2008/2009 MAHA,JAFFNA,Sown,RainFed,8171
2008/2009 MAHA,KILLINOCHCHI,Sown,RainFed,NA
2008/2009 MAHA,VAVUNIYA,Sown,RainFed,343
2008/2009 MAHA,MULATIVU,Sown,RainFed,NA
2008/2009 MAHA,MANNAR,Sown,RainFed,NA
2008/2009 MAHA,ANURADHAPURA,Sown,RainFed,6880
2008/2009 MAHA,POLONNARUWA,Sown,RainFed,1459
2008/2009 MAHA,TRINCOMALEE,Sown,RainFed,5310
2008/2009 MAHA,BATTICALOA,Sown,RainFed,24989
2008/2009 MAHA,AMPARA,Sown,RainFed,7224
2008/2009 MAHA,HAMBANTOTA,Sown,RainFed,1480
2008/2009 MAHA,UDAWALAWE,Sown,RainFed,NA
2008/2009 MAHA,MAHAWELI 'H',Sown,RainFed,NA
2008/2009 MAHA,COLOMBO,Harvested,Major,117
2008/2009 MAHA,GAMPAHA,Harvested,Major,1556
2008/2009 MAHA,KALUTARA,Harvested,Major,128
2008/2009 MAHA,GALLE,Harvested,Major,NA
2008/2009 MAHA,MATARA,Harvested,Major,3907
2008/2009 MAHA,RATNAPURA,Harvested,Major,1979
2008/2009 MAHA,KEGALLE,Harvested,Major,NA
2008/2009 MAHA,KURUNEGALA,Harvested,Major,13342
2008/2009 MAHA,PUTTALAM,Harvested,Major,7684
2008/2009 MAHA,KANDY,Harvested,Major,4121
2008/2009 MAHA,MATALE,Harvested,Major,5987
2008/2009 MAHA,NUWARAELIYA,Harvested,Major,1126
2008/2009 MAHA,BADULLA,Harvested,Major,10808
2008/2009 MAHA,MONARAGALA,Harvested,Major,6623
2008/2009 MAHA,JAFFNA,Harvested,Major,NA
2008/2009 MAHA,KILLINOCHCHI,Harvested,Major,NA
2008/2009 MAHA,VAVUNIYA,Harvested,Major,2252
2008/2009 MAHA,MULATIVU,Harvested,Major,NA
2008/2009 MAHA,MANNAR,Harvested,Major,4937
2008/2009 MAHA,ANURADHAPURA,Harvested,Major,29447
2008/2009 MAHA,POLONNARUWA,Harvested,Major,53472
2008/2009 MAHA,TRINCOMALEE,Harvested,Major,14493
2008/2009 MAHA,BATTICALOA,Harvested,Major,19185
2008/2009 MAHA,AMPARA,Harvested,Major,60216
2008/2009 MAHA,HAMBANTOTA,Harvested,Major,19321
2008/2009 MAHA,UDAWALAWE,Harvested,Major,11517
2008/2009 MAHA,MAHAWELI 'H',Harvested,Major,24849
2008/2009 MAHA,COLOMBO,Harvested,Minor,970
2008/2009 MAHA,GAMPAHA,Harvested,Minor,2208
2008/2009 MAHA,KALUTARA,Harvested,Minor,2112
2008/2009 MAHA,GALLE,Harvested,Minor,122
2008/2009 MAHA,MATARA,Harvested,Minor,3200
2008/2009 MAHA,RATNAPURA,Harvested,Minor,7019
2008/2009 MAHA,KEGALLE,Harvested,Minor,2605
2008/2009 MAHA,KURUNEGALA,Harvested,Minor,34479
2008/2009 MAHA,PUTTALAM,Harvested,Minor,9971
2008/2009 MAHA,KANDY,Harvested,Minor,5627
2008/2009 MAHA,MATALE,Harvested,Minor,8504
2008/2009 MAHA,NUWARAELIYA,Harvested,Minor,4233
2008/2009 MAHA,BADULLA,Harvested,Minor,8803
2008/2009 MAHA,MONARAGALA,Harvested,Minor,5525
2008/2009 MAHA,JAFFNA,Harvested,Minor,NA
2008/2009 MAHA,KILLINOCHCHI,Harvested,Minor,NA
2008/2009 MAHA,VAVUNIYA,Harvested,Minor,4101
2008/2009 MAHA,MULATIVU,Harvested,Minor,NA
2008/2009 MAHA,MANNAR,Harvested,Minor,416
2008/2009 MAHA,ANURADHAPURA,Harvested,Minor,43163
2008/2009 MAHA,POLONNARUWA,Harvested,Minor,2151
2008/2009 MAHA,TRINCOMALEE,Harvested,Minor,3211
2008/2009 MAHA,BATTICALOA,Harvested,Minor,1711
2008/2009 MAHA,AMPARA,Harvested,Minor,2068
2008/2009 MAHA,HAMBANTOTA,Harvested,Minor,4514
2008/2009 MAHA,UDAWALAWE,Harvested,Minor,NA
2008/2009 MAHA,MAHAWELI 'H',Harvested,Minor,NA
2008/2009 MAHA,COLOMBO,Harvested,RainFed,3418
2008/2009 MAHA,GAMPAHA,Harvested,RainFed,6914
2008/2009 MAHA,KALUTARA,Harvested,RainFed,12396
2008/2009 MAHA,GALLE,Harvested,RainFed,15527
2008/2009 MAHA,MATARA,Harvested,RainFed,8680
2008/2009 MAHA,RATNAPURA,Harvested,RainFed,3968
2008/2009 MAHA,KEGALLE,Harvested,RainFed,5484
2008/2009 MAHA,KURUNEGALA,Harvested,RainFed,28991
2008/2009 MAHA,PUTTALAM,Harvested,RainFed,1886
2008/2009 MAHA,KANDY,Harvested,RainFed,3746
2008/2009 MAHA,MATALE,Harvested,RainFed,4468
2008/2009 MAHA,NUWARAELIYA,Harvested,RainFed,208
2008/2009 MAHA,BADULLA,Harvested,RainFed,506
2008/2009 MAHA,MONARAGALA,Harvested,RainFed,1470
2008/2009 MAHA,JAFFNA,Harvested,RainFed,7297
2008/2009 MAHA,KILLINOCHCHI,Harvested,RainFed,NA
2008/2009 MAHA,VAVUNIYA,Harvested,RainFed,343
2008/2009 MAHA,MULATIVU,Harvested,RainFed,NA
2008/2009 MAHA,MANNAR,Harvested,RainFed,NA
2008/2009 MAHA,ANURADHAPURA,Harvested,RainFed,6549
2008/2009 MAHA,POLONNARUWA,Harvested,RainFed,1306
2008/2009 MAHA,TRINCOMALEE,Harvested,RainFed,5265
2008/2009 MAHA,BATTICALOA,Harvested,RainFed,24958
2008/2009 MAHA,AMPARA,Harvested,RainFed,6164
2008/2009 MAHA,HAMBANTOTA,Harvested,RainFed,1480
2008/2009 MAHA,UDAWALAWE,Harvested,RainFed,NA
2008/2009 MAHA,MAHAWELI 'H',Harvested,RainFed,NA
2008/2009 MAHA,COLOMBO,Yield,Major,3568
2008/2009 MAHA,GAMPAHA,Yield,Major,3415
2008/2009 MAHA,KALUTARA,Yield,Major,2524
2008/2009 MAHA,GALLE,Yield,Major,NA
2008/2009 MAHA,MATARA,Yield,Major,4097
2008/2009 MAHA,RATNAPURA,Yield,Major,4772
2008/2009 MAHA,KEGALLE,Yield,Major,NA
2008/2009 MAHA,KURUNEGALA,Yield,Major,4555
2008/2009 MAHA,PUTTALAM,Yield,Major,4354
2008/2009 MAHA,KANDY,Yield,Major,5103
2008/2009 MAHA,MATALE,Yield,Major,4324
2008/2009 MAHA,NUWARAELIYA,Yield,Major,4329
2008/2009 MAHA,BADULLA,Yield,Major,5223
2008/2009 MAHA,MONARAGALA,Yield,Major,4942
2008/2009 MAHA,JAFFNA,Yield,Major,NA
2008/2009 MAHA,KILLINOCHCHI,Yield,Major,NA
2008/2009 MAHA,VAVUNIYA,Yield,Major,4763
2008/2009 MAHA,MULATIVU,Yield,Major,NA
2008/2009 MAHA,MANNAR,Yield,Major,3707
2008/2009 MAHA,ANURADHAPURA,Yield,Major,5083
2008/2009 MAHA,POLONNARUWA,Yield,Major,5280
2008/2009 MAHA,TRINCOMALEE,Yield,Major,4729
2008/2009 MAHA,BATTICALOA,Yield,Major,3656
2008/2009 MAHA,AMPARA,Yield,Major,5295
2008/2009 MAHA,HAMBANTOTA,Yield,Major,5445
2008/2009 MAHA,UDAWALAWE,Yield,Major,6517
2008/2009 MAHA,MAHAWELI 'H',Yield,Major,6036
2008/2009 MAHA,COLOMBO,Yield,Minor,3501
2008/2009 MAHA,GAMPAHA,Yield,Minor,3389
2008/2009 MAHA,KALUTARA,Yield,Minor,3071
2008/2009 MAHA,GALLE,Yield,Minor,3255
2008/2009 MAHA,MATARA,Yield,Minor,3439
2008/2009 MAHA,RATNAPURA,Yield,Minor,3364
2008/2009 MAHA,KEGALLE,Yield,Minor,3374
2008/2009 MAHA,KURUNEGALA,Yield,Minor,4104
2008/2009 MAHA,PUTTALAM,Yield,Minor,3751
2008/2009 MAHA,KANDY,Yield,Minor,3262
2008/2009 MAHA,MATALE,Yield,Minor,3548
2008/2009 MAHA,NUWARAELIYA,Yield,Minor,4098
2008/2009 MAHA,BADULLA,Yield,Minor,3697
2008/2009 MAHA,MONARAGALA,Yield,Minor,4055
2008/2009 MAHA,JAFFNA,Yield,Minor,NA
2008/2009 MAHA,KILLINOCHCHI,Yield,Minor,NA
2008/2009 MAHA,VAVUNIYA,Yield,Minor,4637
2008/2009 MAHA,MULATIVU,Yield,Minor,NA
2008/2009 MAHA,MANNAR,Yield,Minor,3234
2008/2009 MAHA,ANURADHAPURA,Yield,Minor,4522
2008/2009 MAHA,POLONNARUWA,Yield,Minor,4680
2008/2009 MAHA,TRINCOMALEE,Yield,Minor,4419
2008/2009 MAHA,BATTICALOA,Yield,Minor,3577
2008/2009 MAHA,AMPARA,Yield,Minor,4151
2008/2009 MAHA,HAMBANTOTA,Yield,Minor,4987
2008/2009 MAHA,UDAWALAWE,Yield,Minor,NA
2008/2009 MAHA,MAHAWELI 'H',Yield,Minor,NA
2008/2009 MAHA,COLOMBO,Yield,RainFed,3568
2008/2009 MAHA,GAMPAHA,Yield,RainFed,3327
2008/2009 MAHA,KALUTARA,Yield,RainFed,3128
2008/2009 MAHA,GALLE,Yield,RainFed,3031
2008/2009 MAHA,MATARA,Yield,RainFed,3491
2008/2009 MAHA,RATNAPURA,Yield,RainFed,2980
2008/2009 MAHA,KEGALLE,Yield,RainFed,3886
2008/2009 MAHA,KURUNEGALA,Yield,RainFed,3463
2008/2009 MAHA,PUTTALAM,Yield,RainFed,3624
2008/2009 MAHA,KANDY,Yield,RainFed,3059
2008/2009 MAHA,MATALE,Yield,RainFed,3403
2008/2009 MAHA,NUWARAELIYA,Yield,RainFed,4098
2008/2009 MAHA,BADULLA,Yield,RainFed,2370
2008/2009 MAHA,MONARAGALA,Yield,RainFed,3377
2008/2009 MAHA,JAFFNA,Yield,RainFed,2506
2008/2009 MAHA,KILLINOCHCHI,Yield,RainFed,NA
2008/2009 MAHA,VAVUNIYA,Yield,RainFed,4822
2008/2009 MAHA,MULATIVU,Yield,RainFed,NA
2008/2009 MAHA,MANNAR,Yield,RainFed,NA
2008/2009 MAHA,ANURADHAPURA,Yield,RainFed,3341
2008/2009 MAHA,POLONNARUWA,Yield,RainFed,3783
2008/2009 MAHA,TRINCOMALEE,Yield,RainFed,3758
2008/2009 MAHA,BATTICALOA,Yield,RainFed,3630
2008/2009 MAHA,AMPARA,Yield,RainFed,4152
2008/2009 MAHA,HAMBANTOTA,Yield,RainFed,4281
2008/2009 MAHA,UDAWALAWE,Yield,RainFed,NA
2008/2009 MAHA,MAHAWELI 'H',Yield,RainFed,NA
2008 YALA,COLOMBO,Sown,Major,103
2008 YALA,GAMPAHA,Sown,Major,1359
2008 YALA,KALUTARA,Sown,Major,118
2008 YALA,GALLE,Sown,Major,NA
2008 YALA,MATARA,Sown,Major,3941
2008 YALA,RATNAPURA,Sown,Major,1951
2008 YALA,KEGALLE,Sown,Major,NA
2008 YALA,KURUNEGALA,Sown,Major,13865
2008 YALA,PUTTALAM,Sown,Major,6664
2008 YALA,KANDY,Sown,Major,4073
2008 YALA,MATALE,Sown,Major,5402
2008 YALA,NUWARAELIYA,Sown,Major,454
2008 YALA,BADULLA,Sown,Major,8195
2008 YALA,MONARAGALA,Sown,Major,6298
2008 YALA,JAFFNA,Sown,Major,NA
2008 YALA,KILLINOCHCHI**,Sown,Major,4373
2008 YALA,VAVUNIYA,Sown,Major,1829
2008 YALA,MULATIVU**,Sown,Major,2600
2008 YALA,MANNAR**,Sown,Major,920
2008 YALA,ANURADHAPURA,Sown,Major,25823
2008 YALA,POLONNARUWA,Sown,Major,51953
2008 YALA,TRINCOMALEE,Sown,Major,13274
2008 YALA,BATTICALOA,Sown,Major,16434
2008 YALA,AMPARA,Sown,Major,58341
2008 YALA,HAMBANTOTA,Sown,Major,19110
2008 YALA,UDAWALAWE,Sown,Major,10718
2008 YALA,MAHAWELI 'H',Sown,Major,17758
2008 YALA,COLOMBO,Sown,Minor,772
2008 YALA,GAMPAHA,Sown,Minor,1317
2008 YALA,KALUTARA,Sown,Minor,1812
2008 YALA,GALLE,Sown,Minor,104
2008 YALA,MATARA,Sown,Minor,3351
2008 YALA,RATNAPURA,Sown,Minor,6092
2008 YALA,KEGALLE,Sown,Minor,2393
2008 YALA,KURUNEGALA,Sown,Minor,30152
2008 YALA,PUTTALAM,Sown,Minor,7016
2008 YALA,KANDY,Sown,Minor,3921
2008 YALA,MATALE,Sown,Minor,5122
2008 YALA,NUWARAELIYA,Sown,Minor,1595
2008 YALA,BADULLA,Sown,Minor,4431
2008 YALA,MONARAGALA,Sown,Minor,5772
2008 YALA,JAFFNA,Sown,Minor,NA
2008 YALA,KILLINOCHCHI**,Sown,Minor,40
2008 YALA,VAVUNIYA,Sown,Minor,3136
2008 YALA,MULATIVU**,Sown,Minor,543
2008 YALA,MANNAR**,Sown,Minor,64
2008 YALA,ANURADHAPURA,Sown,Minor,23203
2008 YALA,POLONNARUWA,Sown,Minor,2528
2008 YALA,TRINCOMALEE,Sown,Minor,2022
2008 YALA,BATTICALOA,Sown,Minor,1112
2008 YALA,AMPARA,Sown,Minor,1686
2008 YALA,HAMBANTOTA,Sown,Minor,3996
2008 YALA,UDAWALAWE,Sown,Minor,NA
2008 YALA,MAHAWELI 'H',Sown,Minor,NA
2008 YALA,COLOMBO,Sown,RainFed,2957
2008 YALA,GAMPAHA,Sown,RainFed,4825
2008 YALA,KALUTARA,Sown,RainFed,10438
2008 YALA,GALLE,Sown,RainFed,14025
2008 YALA,MATARA,Sown,RainFed,8683
2008 YALA,RATNAPURA,Sown,RainFed,3287
2008 YALA,KEGALLE,Sown,RainFed,5039
2008 YALA,KURUNEGALA,Sown,RainFed,24895
2008 YALA,PUTTALAM,Sown,RainFed,804
2008 YALA,KANDY,Sown,RainFed,3636
2008 YALA,MATALE,Sown,RainFed,1436
2008 YALA,NUWARAELIYA,Sown,RainFed,38
2008 YALA,BADULLA,Sown,RainFed,121
2008 YALA,MONARAGALA,Sown,RainFed,1647
2008 YALA,JAFFNA,Sown,RainFed,NA
2008 YALA,KILLINOCHCHI**,Sown,RainFed,NA
2008 YALA,VAVUNIYA,Sown,RainFed,4
2008 YALA,MULATIVU**,Sown,RainFed,NA
2008 YALA,MANNAR**,Sown,RainFed,NA
2008 YALA,ANURADHAPURA,Sown,RainFed,107
2008 YALA,POLONNARUWA,Sown,RainFed,NA
2008 YALA,TRINCOMALEE,Sown,RainFed,NA
2008 YALA,BATTICALOA,Sown,RainFed,182
2008 YALA,AMPARA,Sown,RainFed,140
2008 YALA,HAMBANTOTA,Sown,RainFed,1395
2008 YALA,UDAWALAWE,Sown,RainFed,NA
2008 YALA,MAHAWELI 'H',Sown,RainFed,NA
2008 YALA,COLOMBO,Harvested,Major,103
2008 YALA,GAMPAHA,Harvested,Major,1359
2008 YALA,KALUTARA,Harvested,Major,96
2008 YALA,GALLE,Harvested,Major,NA
2008 YALA,MATARA,Harvested,Major,3922
2008 YALA,RATNAPURA,Harvested,Major,1919
2008 YALA,KEGALLE,Harvested,Major,NA
2008 YALA,KURUNEGALA,Harvested,Major,13865
2008 YALA,PUTTALAM,Harvested,Major,6638
2008 YALA,KANDY,Harvested,Major,4073
2008 YALA,MATALE,Harvested,Major,5374
2008 YALA,NUWARAELIYA,Harvested,Major,445
2008 YALA,BADULLA,Harvested,Major,8195
2008 YALA,MONARAGALA,Harvested,Major,6298
2008 YALA,JAFFNA,Harvested,Major,NA
2008 YALA,KILLINOCHCHI**,Harvested,Major,3642
2008 YALA,VAVUNIYA,Harvested,Major,1646
2008 YALA,MULATIVU**,Harvested,Major,2189
2008 YALA,MANNAR**,Harvested,Major,828
2008 YALA,ANURADHAPURA,Harvested,Major,25581
2008 YALA,POLONNARUWA,Harvested,Major,51942
2008 YALA,TRINCOMALEE,Harvested,Major,13232
2008 YALA,BATTICALOA,Harvested,Major,16409
2008 YALA,AMPARA,Harvested,Major,58321
2008 YALA,HAMBANTOTA,Harvested,Major,19105
2008 YALA,UDAWALAWE,Harvested,Major,10503
2008 YALA,MAHAWELI 'H',Harvested,Major,17758
2008 YALA,COLOMBO,Harvested,Minor,763
2008 YALA,GAMPAHA,Harvested,Minor,1314
2008 YALA,KALUTARA,Harvested,Minor,1661
2008 YALA,GALLE,Harvested,Minor,83
2008 YALA,MATARA,Harvested,Minor,3332
2008 YALA,RATNAPURA,Harvested,Minor,6041
2008 YALA,KEGALLE,Harvested,Minor,2390
2008 YALA,KURUNEGALA,Harvested,Minor,29687
2008 YALA,PUTTALAM,Harvested,Minor,6759
2008 YALA,KANDY,Harvested,Minor,3917
2008 YALA,MATALE,Harvested,Minor,5077
2008 YALA,NUWARAELIYA,Harvested,Minor,1563
2008 YALA,BADULLA,Harvested,Minor,4428
2008 YALA,MONARAGALA,Harvested,Minor,5766
2008 YALA,JAFFNA,Harvested,Minor,NA
2008 YALA,KILLINOCHCHI**,Harvested,Minor,38
2008 YALA,VAVUNIYA,Harvested,Minor,2822
2008 YALA,MULATIVU**,Harvested,Minor,445
2008 YALA,MANNAR**,Harvested,Minor,58
2008 YALA,ANURADHAPURA,Harvested,Minor,22547
2008 YALA,POLONNARUWA,Harvested,Minor,2518
2008 YALA,TRINCOMALEE,Harvested,Minor,1912
2008 YALA,BATTICALOA,Harvested,Minor,1111
2008 YALA,AMPARA,Harvested,Minor,1662
2008 YALA,HAMBANTOTA,Harvested,Minor,3960
2008 YALA,UDAWALAWE,Harvested,Minor,NA
2008 YALA,MAHAWELI 'H',Harvested,Minor,NA
2008 YALA,COLOMBO,Harvested,RainFed,2942
2008 YALA,GAMPAHA,Harvested,RainFed,4796
2008 YALA,KALUTARA,Harvested,RainFed,9092
2008 YALA,GALLE,Harvested,RainFed,13427
2008 YALA,MATARA,Harvested,RainFed,8658
2008 YALA,RATNAPURA,Harvested,RainFed,3249
2008 YALA,KEGALLE,Harvested,RainFed,5034
2008 YALA,KURUNEGALA,Harvested,RainFed,24636
2008 YALA,PUTTALAM,Harvested,RainFed,794
2008 YALA,KANDY,Harvested,RainFed,3626
2008 YALA,MATALE,Harvested,RainFed,1424
2008 YALA,NUWARAELIYA,Harvested,RainFed,37
2008 YALA,BADULLA,Harvested,RainFed,121
2008 YALA,MONARAGALA,Harvested,RainFed,1548
2008 YALA,JAFFNA,Harvested,RainFed,NA
2008 YALA,KILLINOCHCHI**,Harvested,RainFed,NA
2008 YALA,VAVUNIYA,Harvested,RainFed,4
2008 YALA,MULATIVU**,Harvested,RainFed,NA
2008 YALA,MANNAR**,Harvested,RainFed,NA
2008 YALA,ANURADHAPURA,Harvested,RainFed,106
2008 YALA,POLONNARUWA,Harvested,RainFed,NA
2008 YALA,TRINCOMALEE,Harvested,RainFed,NA
2008 YALA,BATTICALOA,Harvested,RainFed,182
2008 YALA,AMPARA,Harvested,RainFed,140
2008 YALA,HAMBANTOTA,Harvested,RainFed,1386
